CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdParametreEnv;LbLongParametre;RsParEnvOpPrelBio;CdUniteMesure;SymUniteMesure;CdRqParEnvPrelBio;MnemoRqParEnvPrelBio;CdMethodeParEnvPrelBio;NomMethodeParEnvPrelBio;RefOperationPrelBio;CdStatutParEnvPrelBio;MnStatutParEnvPrelBio;CdQualParEnvPrelBio;LbQualParEnvPrelBio;DateParEnvPrelBio;CdProducteur;NomProducteur
05154250;La Garonne à Bourret;500;4;Poissons;2016-09-26;1301;Température de l'Eau;19.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24480eta1_2016-09-26_09:30:00_05154250;1;Donnée brute;1;Correcte;2016-09-26;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154250;La Garonne à Bourret;500;4;Poissons;2016-09-26;1303;Conductivité à 25°C;258.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24480eta1_2016-09-26_09:30:00_05154250;1;Donnée brute;0;Qualification non definissable;2016-09-26;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154250;La Garonne à Bourret;500;4;Poissons;2017-09-25;1301;Température de l'Eau;19.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24479eta1_2017-09-25_10:30:00_05154250;1;Donnée brute;1;Correcte;2017-09-25;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154250;La Garonne à Bourret;500;4;Poissons;2017-09-25;1303;Conductivité à 25°C;270.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24479eta1_2017-09-25_10:30:00_05154250;1;Donnée brute;0;Qualification non definissable;2017-09-25;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154250;La Garonne à Bourret;500;4;Poissons;2018-10-01;1301;Température de l'Eau;17.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe39645eta2_SurfEchMc1250.00_SBVDKmc14013.00_DSrcKm265.96_LarMEauM108.00_PntCEPM0.69_ProfMStaM1.63_AltM81_TAir1C6.2_TAir7C22.4;1;Donnée brute;1;Correcte;2018-10-01;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154250;La Garonne à Bourret;500;4;Poissons;2018-10-01;1303;Conductivité à 25°C;310.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe39645eta2_SurfEchMc1250.00_SBVDKmc14013.00_DSrcKm265.96_LarMEauM108.00_PntCEPM0.69_ProfMStaM1.63_AltM81_TAir1C6.2_TAir7C22.4;1;Donnée brute;0;Qualification non definissable;2018-10-01;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154250;La Garonne à Bourret;500;4;Poissons;2019-09-30;1301;Température de l'Eau;20.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe82807eta3_SurfEchMc937.5_SBVDKmc14013.0_DSrcKm265.96_LarMEauM108.9_PntCEPM0.69_ProfMStaM1.45_AltM81_TAir1C6.2_TAir7C22.4;1;Donnée brute;1;Correcte;2019-09-30;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154250;La Garonne à Bourret;500;4;Poissons;2019-09-30;1303;Conductivité à 25°C;260.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe82807eta3_SurfEchMc937.5_SBVDKmc14013.0_DSrcKm265.96_LarMEauM108.9_PntCEPM0.69_ProfMStaM1.45_AltM81_TAir1C6.2_TAir7C22.4;1;Donnée brute;0;Qualification non definissable;2019-09-30;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154500;La Garonne à Verdun-sur-Garonne;500;4;Poissons;2017-09-26;1301;Température de l'Eau;18.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24750eta1_2017-09-26_09:30:00_05154500;1;Donnée brute;1;Correcte;2017-09-26;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154500;La Garonne à Verdun-sur-Garonne;500;4;Poissons;2017-09-26;1303;Conductivité à 25°C;195.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24750eta1_2017-09-26_09:30:00_05154500;1;Donnée brute;0;Qualification non definissable;2017-09-26;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154500;La Garonne à Verdun-sur-Garonne;500;4;Poissons;2019-10-08;1301;Température de l'Eau;18.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe82203eta3_SurfEchMc1250.00_SBVDKmc13716.00_DSrcKm246.30_LarMEauM106.90_PntCEPM0.77_ProfMStaM1.72_AltM96_TAir1C6.3_TAir7C22.3;1;Donnée brute;1;Correcte;2019-10-08;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05154500;La Garonne à Verdun-sur-Garonne;500;4;Poissons;2019-10-08;1303;Conductivité à 25°C;192.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe82203eta3_SurfEchMc1250.00_SBVDKmc13716.00_DSrcKm246.30_LarMEauM106.90_PntCEPM0.77_ProfMStaM1.72_AltM96_TAir1C6.3_TAir7C22.3;1;Donnée brute;0;Qualification non definissable;2019-10-08;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05161000;La Garonne en aval de Toulouse;500;4;Poissons;2016-10-03;1301;Température de l'Eau;17.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25011eta1_2016-10-03_09:00:00_05161000;1;Donnée brute;1;Correcte;2016-10-03;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05161000;La Garonne en aval de Toulouse;500;4;Poissons;2016-10-03;1303;Conductivité à 25°C;225.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25011eta1_2016-10-03_09:00:00_05161000;1;Donnée brute;0;Qualification non definissable;2016-10-03;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05161000;La Garonne en aval de Toulouse;500;4;Poissons;2018-10-23;1301;Température de l'Eau;14.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe38824eta2_SurfEchMc1250.00_SBVDKmc10600.00_DSrcKm238.83_LarMEauM127.70_PntCEPM0.90_ProfMStaM1.39_AltM115_TAir1C6.0_TAir7C22.2;1;Donnée brute;1;Correcte;2018-10-23;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05161000;La Garonne en aval de Toulouse;500;4;Poissons;2018-10-23;1303;Conductivité à 25°C;256.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe38824eta2_SurfEchMc1250.00_SBVDKmc10600.00_DSrcKm238.83_LarMEauM127.70_PntCEPM0.90_ProfMStaM1.39_AltM115_TAir1C6.0_TAir7C22.2;1;Donnée brute;0;Qualification non definissable;2018-10-23;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05163290;La Garonne à l'entrée dans Toulouse;500;4;Poissons;2016-10-13;1301;Température de l'Eau;13.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24637eta1_2016-10-13_07:15:00_05163290;1;Donnée brute;1;Correcte;2016-10-13;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05163290;La Garonne à l'entrée dans Toulouse;500;4;Poissons;2016-10-13;1303;Conductivité à 25°C;272.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24637eta1_2016-10-13_07:15:00_05163290;1;Donnée brute;0;Qualification non definissable;2016-10-13;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05163290;La Garonne à l'entrée dans Toulouse;500;4;Poissons;2018-10-16;1301;Température de l'Eau;17.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe38795eta2_SurfEchMc1250.00_SBVDKmc9555.00_DSrcKm205.50_LarMEauM89.00_PntCEPM1.20_ProfMStaM2.36_AltM136_TAir1C5.7_TAir7C22.2;1;Donnée brute;1;Correcte;2018-10-16;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05163290;La Garonne à l'entrée dans Toulouse;500;4;Poissons;2018-10-16;1303;Conductivité à 25°C;260.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe38795eta2_SurfEchMc1250.00_SBVDKmc9555.00_DSrcKm205.50_LarMEauM89.00_PntCEPM1.20_ProfMStaM2.36_AltM136_TAir1C5.7_TAir7C22.2;1;Donnée brute;0;Qualification non definissable;2018-10-16;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05174000;La Garonne en amont de l'Ariège;500;4;Poissons;2016-08-18;1301;Température de l'Eau;22.6;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24097eta1_2016-08-18_09:11:00_05174000;1;Donnée brute;1;Correcte;2016-08-18;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05174000;La Garonne en amont de l'Ariège;500;4;Poissons;2016-08-18;1303;Conductivité à 25°C;265.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24097eta1_2016-08-18_09:11:00_05174000;1;Donnée brute;0;Qualification non definissable;2016-08-18;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05174000;La Garonne en amont de l'Ariège;500;4;Poissons;2017-08-18;1301;Température de l'Eau;22.3;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24096eta1_2017-08-18_10:28:00_05174000;1;Donnée brute;1;Correcte;2017-08-18;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05174000;La Garonne en amont de l'Ariège;500;4;Poissons;2017-08-18;1303;Conductivité à 25°C;264.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe24096eta1_2017-08-18_10:28:00_05174000;1;Donnée brute;0;Qualification non definissable;2017-08-18;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05174000;La Garonne en amont de l'Ariège;500;4;Poissons;2018-08-23;1301;Température de l'Eau;22.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe39218eta2_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM80.00_PntCEPM1.20_ProfMStaM1.49_AltM159_TAir1C5.8_TAir7C22.0;1;Donnée brute;1;Correcte;2018-08-23;13002276700011;AGENCE FRANCAISE POUR LA BIODIVERSITÉ (AFB)
05174000;La Garonne en amont de l'Ariège;500;4;Poissons;2018-08-23;1303;Conductivité à 25°C;235.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe39218eta2_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM80.00_PntCEPM1.20_ProfMStaM1.49_AltM159_TAir1C5.8_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2018-08-23;13002276700011;AGENCE FRANCAISE POUR LA BIODIVERSITÉ (AFB)
05174000;La Garonne en amont de l'Ariège;500;4;Poissons;2019-10-04;1301;Température de l'Eau;18.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe82440eta3_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM74.00_PntCEPM1.20_ProfMStaM1.23_AltM159_TAir1C5.8_TAir7C22.0;1;Donnée brute;1;Correcte;2019-10-04;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05174000;La Garonne en amont de l'Ariège;500;4;Poissons;2019-10-04;1303;Conductivité à 25°C;254.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe82440eta3_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM74.00_PntCEPM1.20_ProfMStaM1.23_AltM159_TAir1C5.8_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2019-10-04;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05175800;La Garonne à Marquefave;500;4;Poissons;2017-08-28;1301;Température de l'Eau;23.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25364eta1_2017-08-28_10:00:00_05175800;1;Donnée brute;1;Correcte;2017-08-28;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05175800;La Garonne à Marquefave;500;4;Poissons;2017-08-28;1303;Conductivité à 25°C;311.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25364eta1_2017-08-28_10:00:00_05175800;1;Donnée brute;0;Qualification non definissable;2017-08-28;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05175800;La Garonne à Marquefave;500;4;Poissons;2019-09-16;1301;Température de l'Eau;18.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe82118eta3_SurfEchMc1250.00_SBVDKmc5252.00_DSrcKm169.56_LarMEauM72.60_PntCEPM1.20_ProfMStaM1.29_AltM178_TAir1C5.8_TAir7C21.9;1;Donnée brute;1;Correcte;2019-09-16;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05175800;La Garonne à Marquefave;500;4;Poissons;2019-09-16;1303;Conductivité à 25°C;210.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe82118eta3_SurfEchMc1250.00_SBVDKmc5252.00_DSrcKm169.56_LarMEauM72.60_PntCEPM1.20_ProfMStaM1.29_AltM178_TAir1C5.8_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2019-09-16;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05177000;La Garonne à Cazères;500;4;Poissons;2016-10-07;1301;Température de l'Eau;16.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25130eta1_2016-10-07_09:20:00_05177000;1;Donnée brute;1;Correcte;2016-10-07;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05177000;La Garonne à Cazères;500;4;Poissons;2016-10-07;1303;Conductivité à 25°C;316.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25130eta1_2016-10-07_09:20:00_05177000;1;Donnée brute;0;Qualification non definissable;2016-10-07;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05177000;La Garonne à Cazères;500;4;Poissons;2018-10-01;1301;Température de l'Eau;17.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe38700eta2_SurfEchMc1250.00_SBVDKmc4440.00_DSrcKm141.56_LarMEauM76.50_PntCEPM1.90_ProfMStaM1.29_AltM234_TAir1C5.6_TAir7C21.6;1;Donnée brute;1;Correcte;2018-10-01;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05177000;La Garonne à Cazères;500;4;Poissons;2018-10-01;1303;Conductivité à 25°C;280.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe38700eta2_SurfEchMc1250.00_SBVDKmc4440.00_DSrcKm141.56_LarMEauM76.50_PntCEPM1.90_ProfMStaM1.29_AltM234_TAir1C5.6_TAir7C21.6;1;Donnée brute;0;Qualification non definissable;2018-10-01;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05181000;La Garonne à Labarthe Inard;500;4;Poissons;2016-09-01;1301;Température de l'Eau;18.6;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25326eta1_2016-09-01_10:00:00_05181000;1;Donnée brute;1;Correcte;2016-09-01;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05181000;La Garonne à Labarthe Inard;500;4;Poissons;2016-09-01;1303;Conductivité à 25°C;306.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25326eta1_2016-09-01_10:00:00_05181000;1;Donnée brute;0;Qualification non definissable;2016-09-01;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05181000;La Garonne à Labarthe Inard;500;4;Poissons;2018-10-02;1301;Température de l'Eau;13.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe38751eta2_SurfEchMc1250.00_SBVDKmc2570.27_DSrcKm114.25_LarMEauM53.90_PntCEPM2.50_ProfMStaM0.86_AltM315_TAir1C5.0_TAir7C21.0;1;Donnée brute;1;Correcte;2018-10-02;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05181000;La Garonne à Labarthe Inard;500;4;Poissons;2018-10-02;1303;Conductivité à 25°C;344.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe38751eta2_SurfEchMc1250.00_SBVDKmc2570.27_DSrcKm114.25_LarMEauM53.90_PntCEPM2.50_ProfMStaM0.86_AltM315_TAir1C5.0_TAir7C21.0;1;Donnée brute;0;Qualification non definissable;2018-10-02;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05181800;La Garonne à Valentine;500;4;Poissons;2017-08-04;1301;Température de l'Eau;19.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25387eta1_2017-08-04_09:30:00_05181800;1;Donnée brute;1;Correcte;2017-08-04;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05181800;La Garonne à Valentine;500;4;Poissons;2017-08-04;1303;Conductivité à 25°C;205.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25387eta1_2017-08-04_09:30:00_05181800;1;Donnée brute;0;Qualification non definissable;2017-08-04;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05181800;La Garonne à Valentine;;4;Poissons;2019-09-09;1301;Température de l'Eau;15.3;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe82692eta3_SurfEchMc937.50_SBVDKmc2150.00_DSrcKm90.45_LarMEauM34.00_PntCEPM4.80_ProfMStaM0.85_AltM386_TAir1C4.7_TAir7C20.6;1;Donnée brute;1;Correcte;2019-09-09;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05181800;La Garonne à Valentine;;4;Poissons;2019-09-09;1303;Conductivité à 25°C;203.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe82692eta3_SurfEchMc937.50_SBVDKmc2150.00_DSrcKm90.45_LarMEauM34.00_PntCEPM4.80_ProfMStaM0.85_AltM386_TAir1C4.7_TAir7C20.6;1;Donnée brute;0;Qualification non definissable;2019-09-09;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05184000;La Garonne au Pont du Roi;500;4;Poissons;2016-08-23;1301;Température de l'Eau;14.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25333eta1_2016-08-23_15:00:00_05184000;1;Donnée brute;1;Correcte;2016-08-23;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05184000;La Garonne au Pont du Roi;500;4;Poissons;2016-08-23;1303;Conductivité à 25°C;154.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25333eta1_2016-08-23_15:00:00_05184000;1;Donnée brute;0;Qualification non definissable;2016-08-23;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05184000;La Garonne au Pont du Roi;500;4;Poissons;2017-08-11;1301;Température de l'Eau;11.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25332eta1_2017-08-11_10:00:00_05184000;1;Donnée brute;1;Correcte;2017-08-11;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
05184000;La Garonne au Pont du Roi;500;4;Poissons;2017-08-11;1303;Conductivité à 25°C;160.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;0;Méthode inconnue;Aspe25332eta1_2017-08-11_10:00:00_05184000;1;Donnée brute;0;Qualification non definissable;2017-08-11;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB)
