CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DateDebutOperationPrelBio;HeureDebutOperationPrelBio;DateFinOperationPrelbio;HeureFinOperationPrelBio;CdProducteur;NomProducteur;CdPreleveur;NomPreleveur;CdDeterminateur;NomDéterminateur;CodeSandreRdd;NomRdd;CdStatutResBioOperationPrelBio;MnemoStatutResBioOperationPrelBio;CdQualResBioOperationPrelBio;LbQualResBioOperationPrelBio;RefOperationPrelBio;ObjOperationPrelBio;LongProspecOperationPrelBio;LargeurMoyLameEauOperationPrelBio;HMoyLamOperationPrelBio;SurfTotProspecteeOperationPrelBio
05112000;La Garonne en aval d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2020-08-14;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2044374;;;;;
05112000;La Garonne en aval d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2021-08-17;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2102677;;;;;
05112000;La Garonne en aval d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2022-07-19;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2154877;;;;;
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;0;Méthode inconnue;2015-09-17;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;18006801702264;OFFICE NATIONAL DE L EAU ET DES MILIEUX AQUATIQUES - DELEGATION INTERREGIONALE AQUITAINE MIDI PYRENEES (ONEMA);18006801702264;OFFICE NATIONAL DE L EAU ET DES MILIEUX AQUATIQUES - DELEGATION INTERREGIONALE AQUITAINE MIDI PYRENEES (ONEMA);0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1609816;;;;;
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2015-09-17;09:00:00;2015-09-17;09:50:00;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe31115eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM149.0_PntCEPM0.55_ProfMStaM2.03_AltM42_TAir1C6.4_TAir7C21.9;Echantillonnag.Ichtyofaun;1509.0;149.00;2.03;1250.00
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2016-10-20;09:10:00;2016-10-20;10:25:00;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe31148eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM148.0_PntCEPM0.55_ProfMStaM1.95_AltM42_TAir1C6.4_TAir7C21.9;Echantillonnag.Ichtyofaun;1509.0;148.00;1.95;1250.00
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2017-09-22;08:45:00;2017-09-22;09:15:00;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe31172eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM153.0_PntCEPM0.55_ProfMStaM1.42_AltM42_TAir1C6.4_TAir7C21.9;Echantillonnag.Ichtyofaun;1509.0;153.00;1.42;1250.00
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2018-09-24;09:15:00;2018-09-24;10:05:00;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe39196eta2_SurfEchMc1250.00_SBVDKmc34401.00_DSrcKm332.40_LarMEauM143.00_PntCEPM0.55_ProfMStaM1.67_AltM42_TAir1C6.4_TAir7C21.9;Echantillonnag.Ichtyofaun;1509.0;143.00;1.67;1250.00
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2019-09-24;09:00:00;2019-09-24;09:50:00;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe82660eta2_SurfEchMc1250.00_SBVDKmc34401.00_DSrcKm332.40_LarMEauM154.00_PntCEPM0.55_ProfMStaM1.57_AltM42_TAir1C6.4_TAir7C21.9;Echantillonnag.Ichtyofaun;1500.0;154.00;1.57;1250.00
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2020-06-26;08:30:00;2020-06-26;09:20:00;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe84298eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM153.0_PntCEPM0.55_ProfMStaM1.95_AltM42_TAir1C6.4_TAir7C21.9;Echantillonnag.Ichtyofaun;1500.0;153.00;1.95;1250.00
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2021-06-24;08:30:00;2021-06-24;09:20:00;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe86951eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM153.0_PntCEPM0.55_ProfMStaM1.76_AltM42_TAir1C6.4_TAir7C21.9;Echantillonnag.Ichtyofaun;1500.0;153.00;1.76;1250.00
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2022-09-30;10:30:00;2022-09-30;13:30:00;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);41749411900056;AQUABIO;41749411900056;AQUABIO;0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe88224eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM145.0_PntCEPM0.55_ProfMStaM1.8_AltM42_TAir1C6.4_TAir7C21.9;Echantillonnag.Ichtyofaun;1500.0;145.00;1.80;1250.00
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2023-09-11;09:00:00;2023-09-11;09:50:00;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe90175eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM145.0_PntCEPM0.55_ProfMStaM1.65_AltM42_TAir1C6.4_TAir7C21.9;Echantillonnag.Ichtyofaun;1500.0;145.00;1.65;1250.00
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;481;Poissons - Détermination de l'indice poissons rivière (IPR) (NF T90-344 Mai 2004);2016-10-20;00:00:00;;;18006801702264;OFFICE NATIONAL DE L EAU ET DES MILIEUX AQUATIQUES - DELEGATION INTERREGIONALE AQUITAINE MIDI PYRENEES (ONEMA);18006801702264;OFFICE NATIONAL DE L EAU ET DES MILIEUX AQUATIQUES - DELEGATION INTERREGIONALE AQUITAINE MIDI PYRENEES (ONEMA);18006801702264;OFFICE NATIONAL DE L EAU ET DES MILIEUX AQUATIQUES - DELEGATION INTERREGIONALE AQUITAINE MIDI PYRENEES (ONEMA);;;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1400193;;;;;
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;481;Poissons - Détermination de l'indice poissons rivière (IPR) (NF T90-344 Mai 2004);2017-09-22;00:00:00;;;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1676714;;;;;
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;481;Poissons - Détermination de l'indice poissons rivière (IPR) (NF T90-344 Mai 2004);2018-09-24;00:00:00;;;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);;;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1786568;;;;;
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;481;Poissons - Détermination de l'indice poissons rivière (IPR) (NF T90-344 Mai 2004);2019-09-24;00:00:00;;;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);;;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1873496;;;;;
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;481;Poissons - Détermination de l'indice poissons rivière (IPR) (NF T90-344 Mai 2004);2020-06-26;00:00:00;;;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);;;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2059794;;;;;
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;481;Poissons - Détermination de l'indice poissons rivière (IPR) (NF T90-344 Mai 2004);2021-06-24;00:00:00;;;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2116830;;;;;
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;481;Poissons - Détermination de l'indice poissons rivière (IPR) (NF T90-344 Mai 2004);2022-09-30;00:00:00;;;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);;;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2159763;;;;;
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;471;Macroinvertébrés : Détermination de l'Indice Biologique Global Adapté (IBGA);2016-09-02;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1637755;;;;;
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2017-10-09;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1702140;;;;;
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2018-09-20;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1772954;;;;;
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2019-10-02;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1839497;;;;;
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2020-08-05;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2032051;;;;;
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2021-09-03;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2103858;;;;;
05113000;La Garonne en amont d'Agen;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2022-08-19;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2147564;;;;;
05113000;La Garonne en amont d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2015-07-02;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;75105610200021;EUROFINS ECOTOXICOLOGIE FRANCE;75105610200021;EUROFINS ECOTOXICOLOGIE FRANCE;0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1609691;;;;;
05113000;La Garonne en amont d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2016-08-31;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1600339;;;;;
05113000;La Garonne en amont d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2017-07-19;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1704042;;;;;
05113000;La Garonne en amont d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2018-07-31;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1777196;;;;;
05113000;La Garonne en amont d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2019-09-18;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1840875;;;;;
05113000;La Garonne en amont d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2020-08-14;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2044214;;;;;
05113000;La Garonne en amont d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2021-08-17;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2102020;;;;;
05113000;La Garonne en amont d'Agen;800;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2022-07-19;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2155496;;;;;
05116530;La Garonne à Lafox;700;13;Macroinvertébrés aquatiques;471;Macroinvertébrés : Détermination de l'Indice Biologique Global Adapté (IBGA);2016-09-01;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1637761;;;;;
05116530;La Garonne à Lafox;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2017-10-10;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000073;Contrôle de surveillance des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1702496;;;;;
05116530;La Garonne à Lafox;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2018-09-21;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1772999;;;;;
05116530;La Garonne à Lafox;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2019-10-03;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;1839491;;;;;
05116530;La Garonne à Lafox;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2020-08-04;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2031999;;;;;
05116530;La Garonne à Lafox;700;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2021-09-03;00:00:00;;;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO;41749411900056;AQUABIO;0500000001;Réseau Complémentaire Agence Adour-Garonne;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2103884;;;;;
