CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdParametreEnv;LbLongParametre;RsParEnvOpPrelBio;CdUniteMesure;SymUniteMesure;CdRqParEnvPrelBio;MnemoRqParEnvPrelBio;CdMethodeParEnvPrelBio;NomMethodeParEnvPrelBio;RefOperationPrelBio;CdStatutParEnvPrelBio;MnStatutParEnvPrelBio;CdQualParEnvPrelBio;LbQualParEnvPrelBio;DateParEnvPrelBio;CdProducteur;NomProducteur
05111500;La Garonne à Port Ste-Marie;500;4;Poissons;2017-10-17;1303;Conductivité à 25°C;304.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe25293eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM123.0_PntCEPM0.34_ProfMStaM1.89_AltM32_TAir1C6.8_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2017-10-17;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05111500;La Garonne à Port Ste-Marie;500;4;Poissons;2019-09-18;1301;Température de l'Eau;22.6;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe82363eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM104.0_PntCEPM0.34_ProfMStaM1.13_AltM32_TAir1C6.8_TAir7C22.0;1;Donnée brute;1;Correcte;2019-09-18;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05111500;La Garonne à Port Ste-Marie;500;4;Poissons;2019-09-18;1303;Conductivité à 25°C;279.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe82363eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM104.0_PntCEPM0.34_ProfMStaM1.13_AltM32_TAir1C6.8_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2019-09-18;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05111500;La Garonne à Port Ste-Marie;500;4;Poissons;2021-10-15;1301;Température de l'Eau;15.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe86298eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM110.0_PntCEPM0.34_ProfMStaM1.85_AltM32_TAir1C6.8_TAir7C22.0;1;Donnée brute;1;Correcte;2021-10-15;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05111500;La Garonne à Port Ste-Marie;500;4;Poissons;2021-10-15;1303;Conductivité à 25°C;345.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe86298eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM110.0_PntCEPM0.34_ProfMStaM1.85_AltM32_TAir1C6.8_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2021-10-15;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05111500;La Garonne à Port Ste-Marie;500;4;Poissons;2023-09-12;1301;Température de l'Eau;24.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe90311eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM110.0_PntCEPM0.34_ProfMStaM1.97_AltM32_TAir1C6.8_TAir7C22.0;1;Donnée brute;1;Correcte;2023-09-12;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05111500;La Garonne à Port Ste-Marie;500;4;Poissons;2023-09-12;1303;Conductivité à 25°C;272.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe90311eta2_SurfEchMc1250.0_SBVDKmc34803.0_DSrcKm355.2_LarMEauM110.0_PntCEPM0.34_ProfMStaM1.97_AltM32_TAir1C6.8_TAir7C22.0;1;Donnée brute;0;Qualification non definissable;2023-09-12;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2015-09-17;1301;Température de l'Eau;19.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31115eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM149.0_PntCEPM0.55_ProfMStaM2.03_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;1;Correcte;2015-09-17;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2015-09-17;1303;Conductivité à 25°C;314.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31115eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM149.0_PntCEPM0.55_ProfMStaM2.03_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2015-09-17;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2016-10-20;1301;Température de l'Eau;15.6;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31148eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM148.0_PntCEPM0.55_ProfMStaM1.95_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;1;Correcte;2016-10-20;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2016-10-20;1303;Conductivité à 25°C;314.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31148eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM148.0_PntCEPM0.55_ProfMStaM1.95_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2016-10-20;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2017-09-22;1301;Température de l'Eau;18.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31172eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM153.0_PntCEPM0.55_ProfMStaM1.42_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;1;Correcte;2017-09-22;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2017-09-22;1303;Conductivité à 25°C;301.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe31172eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM153.0_PntCEPM0.55_ProfMStaM1.42_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2017-09-22;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2018-09-24;1301;Température de l'Eau;21.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe39196eta2_SurfEchMc1250.00_SBVDKmc34401.00_DSrcKm332.40_LarMEauM143.00_PntCEPM0.55_ProfMStaM1.67_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;1;Correcte;2018-09-24;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2018-09-24;1303;Conductivité à 25°C;323.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe39196eta2_SurfEchMc1250.00_SBVDKmc34401.00_DSrcKm332.40_LarMEauM143.00_PntCEPM0.55_ProfMStaM1.67_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2018-09-24;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2019-09-24;1301;Température de l'Eau;19.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe82660eta2_SurfEchMc1250.00_SBVDKmc34401.00_DSrcKm332.40_LarMEauM154.00_PntCEPM0.55_ProfMStaM1.57_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;1;Correcte;2019-09-24;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2019-09-24;1303;Conductivité à 25°C;380.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe82660eta2_SurfEchMc1250.00_SBVDKmc34401.00_DSrcKm332.40_LarMEauM154.00_PntCEPM0.55_ProfMStaM1.57_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2019-09-24;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2020-06-26;1301;Température de l'Eau;22.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84298eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM153.0_PntCEPM0.55_ProfMStaM1.95_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;1;Correcte;2020-06-26;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2020-06-26;1303;Conductivité à 25°C;282.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84298eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM153.0_PntCEPM0.55_ProfMStaM1.95_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2020-06-26;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2021-06-24;1301;Température de l'Eau;22.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe86951eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM153.0_PntCEPM0.55_ProfMStaM1.76_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;1;Correcte;2021-06-24;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2021-06-24;1303;Conductivité à 25°C;310.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe86951eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM153.0_PntCEPM0.55_ProfMStaM1.76_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2021-06-24;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2022-09-30;1301;Température de l'Eau;19.5;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe88224eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM145.0_PntCEPM0.55_ProfMStaM1.8_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;1;Correcte;2022-09-30;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2022-09-30;1303;Conductivité à 25°C;304.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe88224eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM145.0_PntCEPM0.55_ProfMStaM1.8_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2022-09-30;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2023-09-11;1301;Température de l'Eau;21.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe90175eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM145.0_PntCEPM0.55_ProfMStaM1.65_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;1;Correcte;2023-09-11;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05112195;La Garonne à Agen (station RHP 05471013);500;4;Poissons;2023-09-11;1303;Conductivité à 25°C;310.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe90175eta2_SurfEchMc1250.0_SBVDKmc34401.0_DSrcKm332.4_LarMEauM145.0_PntCEPM0.55_ProfMStaM1.65_AltM42_TAir1C6.4_TAir7C21.9;1;Donnée brute;0;Qualification non definissable;2023-09-11;13002591900304;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE NOUVELLE AQUITAINE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2015-10-05;1301;Température de l'Eau;18.6;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe24188eta2_SurfEchMc1250.0_SBVDKmc32264.0_DSrcKm310.7_LarMEauM132.3_PntCEPM0.61_ProfMStaM1.94_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;1;Correcte;2015-10-05;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2015-10-05;1303;Conductivité à 25°C;255.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe24188eta2_SurfEchMc1250.0_SBVDKmc32264.0_DSrcKm310.7_LarMEauM132.3_PntCEPM0.61_ProfMStaM1.94_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;0;Qualification non definissable;2015-10-05;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2016-10-03;1301;Température de l'Eau;18.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe24187eta2_SurfEchMc1250.0_SBVDKmc32264.0_DSrcKm310.7_LarMEauM126.0_PntCEPM0.61_ProfMStaM1.98_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;1;Correcte;2016-10-03;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2016-10-03;1303;Conductivité à 25°C;300.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe24187eta2_SurfEchMc1250.0_SBVDKmc32264.0_DSrcKm310.7_LarMEauM126.0_PntCEPM0.61_ProfMStaM1.98_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;0;Qualification non definissable;2016-10-03;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2017-10-12;1301;Température de l'Eau;17.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe24186eta2_SurfEchMc1250.0_SBVDKmc32264.0_DSrcKm310.7_LarMEauM138.2_PntCEPM0.61_ProfMStaM1.66_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;1;Correcte;2017-10-12;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2017-10-12;1303;Conductivité à 25°C;290.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe24186eta2_SurfEchMc1250.0_SBVDKmc32264.0_DSrcKm310.7_LarMEauM138.2_PntCEPM0.61_ProfMStaM1.66_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;0;Qualification non definissable;2017-10-12;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2018-10-02;1301;Température de l'Eau;16.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe39654eta2_SurfEchMc1250.00_SBVDKmc32264.00_DSrcKm310.70_LarMEauM126.00_PntCEPM0.61_ProfMStaM1.82_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;1;Correcte;2018-10-02;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2018-10-02;1303;Conductivité à 25°C;330.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe39654eta2_SurfEchMc1250.00_SBVDKmc32264.00_DSrcKm310.70_LarMEauM126.00_PntCEPM0.61_ProfMStaM1.82_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;0;Qualification non definissable;2018-10-02;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2019-10-01;1301;Température de l'Eau;23.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe82810eta3_SurfEchMc1250.00_SBVDKmc32264.00_DSrcKm310.70_LarMEauM120.00_PntCEPM0.61_ProfMStaM1.82_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;1;Correcte;2019-10-01;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2019-10-01;1303;Conductivité à 25°C;310.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe82810eta3_SurfEchMc1250.00_SBVDKmc32264.00_DSrcKm310.70_LarMEauM120.00_PntCEPM0.61_ProfMStaM1.82_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;0;Qualification non definissable;2019-10-01;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2022-09-29;1301;Température de l'Eau;18.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe89156eta2_SurfEchMc1250.0_SBVDKmc32264.0_DSrcKm310.7_LarMEauM126.0_PntCEPM0.61_ProfMStaM1.79_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;1;Correcte;2022-09-29;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05117000;La Garonne à Lamagistère;500;4;Poissons;2022-09-29;1303;Conductivité à 25°C;400.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe89156eta2_SurfEchMc1250.0_SBVDKmc32264.0_DSrcKm310.7_LarMEauM126.0_PntCEPM0.61_ProfMStaM1.79_AltM49_TAir1C6.4_TAir7C22.1;1;Donnée brute;0;Qualification non definissable;2022-09-29;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05152000;La Garonne à St-Aignan;500;4;Poissons;2016-10-04;1301;Température de l'Eau;18.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe25216eta2_SurfEchMc1250.0_SBVDKmc14493.0_DSrcKm280.75_LarMEauM99.6_PntCEPM0.5_ProfMStaM0.82_AltM68_TAir1C6.4_TAir7C22.3;1;Donnée brute;1;Correcte;2016-10-04;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05152000;La Garonne à St-Aignan;500;4;Poissons;2016-10-04;1303;Conductivité à 25°C;242.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe25216eta2_SurfEchMc1250.0_SBVDKmc14493.0_DSrcKm280.75_LarMEauM99.6_PntCEPM0.5_ProfMStaM0.82_AltM68_TAir1C6.4_TAir7C22.3;1;Donnée brute;0;Qualification non definissable;2016-10-04;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05152000;La Garonne à St-Aignan;500;4;Poissons;2018-10-24;1301;Température de l'Eau;14.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe38827eta2_SurfEchMc1250.00_SBVDKmc14493.00_DSrcKm280.75_LarMEauM102.40_PntCEPM0.50_ProfMStaM1.26_AltM68_TAir1C6.4_TAir7C22.3;1;Donnée brute;1;Correcte;2018-10-24;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05152000;La Garonne à St-Aignan;500;4;Poissons;2018-10-24;1303;Conductivité à 25°C;303.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe38827eta2_SurfEchMc1250.00_SBVDKmc14493.00_DSrcKm280.75_LarMEauM102.40_PntCEPM0.50_ProfMStaM1.26_AltM68_TAir1C6.4_TAir7C22.3;1;Donnée brute;0;Qualification non definissable;2018-10-24;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05152000;La Garonne à St-Aignan;500;4;Poissons;2020-10-09;1301;Température de l'Eau;15.2;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84775eta3_SurfEchMc1250.0_SBVDKmc14493.0_DSrcKm280.75_LarMEauM105.3_PntCEPM0.5_ProfMStaM1.86_AltM68_TAir1C6.4_TAir7C22.3;1;Donnée brute;1;Correcte;2020-10-09;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05152000;La Garonne à St-Aignan;500;4;Poissons;2020-10-09;1303;Conductivité à 25°C;297.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84775eta3_SurfEchMc1250.0_SBVDKmc14493.0_DSrcKm280.75_LarMEauM105.3_PntCEPM0.5_ProfMStaM1.86_AltM68_TAir1C6.4_TAir7C22.3;1;Donnée brute;0;Qualification non definissable;2020-10-09;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05152000;La Garonne à St-Aignan;500;4;Poissons;2022-10-13;1301;Température de l'Eau;20.3;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe88727eta2_SurfEchMc1250.0_SBVDKmc14493.0_DSrcKm280.75_LarMEauM97.8_PntCEPM0.5_ProfMStaM1.18_AltM68_TAir1C6.4_TAir7C22.3;1;Donnée brute;1;Correcte;2022-10-13;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05152000;La Garonne à St-Aignan;500;4;Poissons;2022-10-13;1303;Conductivité à 25°C;290.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe88727eta2_SurfEchMc1250.0_SBVDKmc14493.0_DSrcKm280.75_LarMEauM97.8_PntCEPM0.5_ProfMStaM1.18_AltM68_TAir1C6.4_TAir7C22.3;1;Donnée brute;0;Qualification non definissable;2022-10-13;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05154250;La Garonne à Bourret;500;4;Poissons;2015-09-15;1301;Température de l'Eau;19.3;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe24481eta2_SurfEchMc1250.0_SBVDKmc14013.0_DSrcKm265.96_LarMEauM117.0_PntCEPM0.69_ProfMStaM1.26_AltM81_TAir1C6.2_TAir7C22.4;1;Donnée brute;1;Correcte;2015-09-15;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05154250;La Garonne à Bourret;500;4;Poissons;2015-09-15;1303;Conductivité à 25°C;237.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe24481eta2_SurfEchMc1250.0_SBVDKmc14013.0_DSrcKm265.96_LarMEauM117.0_PntCEPM0.69_ProfMStaM1.26_AltM81_TAir1C6.2_TAir7C22.4;1;Donnée brute;0;Qualification non definissable;2015-09-15;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
05154250;La Garonne à Bourret;500;4;Poissons;2016-09-26;1301;Température de l'Eau;19.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe24480eta2_SurfEchMc1250.0_SBVDKmc14013.0_DSrcKm265.96_LarMEauM94.6_PntCEPM0.69_ProfMStaM1.64_AltM81_TAir1C6.2_TAir7C22.4;1;Donnée brute;1;Correcte;2016-09-26;13002591901898;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE OCCITANIE (OFB)
